wiki_db,year,pagetitle,edits,desc_en,desc_ar,desc_de,desc_es,desc_fr,desc_ru,desc_zh,file_name,image_page,image_file,artist,license,licenseurl,daily_edits
arwiki,2016,ولاية_الجزائر,1421,province of Algeria,ولاية في الجزائر,Provinz in Algerien,provincia de Argelia,wilaya (province) d'Algérie,провинция (вилайя) в Алжире,阿爾及利亞第一级行政省,File:Wilaya_alger_communes.svg,https://commons.wikimedia.org/wiki/File:Wilaya_alger_communes.svg,https://upload.wikimedia.org/wikipedia/commons/2/20/Wilaya_alger_communes.svg,The original uploader was Sandervalya at French Wikipedia.,FAL,http://artlibre.org/licence/lal/en,0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_11_1_7_0_0_1_0_2_0_0_3_2_0_0_1_0_0_0_5_0_0_0_0_48_196_122_110_129_160_168_185_4_0_0_1_0_0_2_8_2_1_10_0_2_0_1_6_2_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_7_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_0_2_0_25_6_0_3_0_0_0_4_0_0_0_3_0_0_0_3_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_5_0_1_3_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_1_6_0_0_5_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_45_14_0_14_2_0_5_0_0_0_0_6_2_0_0_0_12_0_2_6_1_10_13_0_2_2_5_2_9_3_5_0_0_0
dewiki,2016,Liste_aller_belgischen_Gemeinden_A–F,2275,Wikipedia list article about Belgian local communities,قائمة ويكيبيديا للمجتمعات المحلية البلجيكية,Wikipedialiste über belgische Gemeinden,Lista de artículos de Wikipedia sobre las comunidades locales belgas,page de liste de Wikimedia,статья-список в Википедии о местных сообществах Бельгии,維基百科上有關比利時當地社區的文章,File:Aalst_belfry.jpg,https://commons.wikimedia.org/wiki/File:Aalst_belfry.jpg,https://upload.wikimedia.org/wikipedia/commons/6/62/Aalst_belfry.jpg,Willemdd at Dutch Wikipedia,CC-BY-SA-3.0,http://creativecommons.org/licenses/by-sa/3.0/,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_157_121_107_0_34_12_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_127_8_114_88_111_39_106_85_56_45_37_45_36_0_48_79_60_35_13_0_52_55_71_59_17_18_15_32_33_0_5_11_23_28_41_26_47_9_59_54_40_15_2_0_9_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
ruwiki,2017,Россия,1996,sovereign state in Eastern Europe and Northern Asia,دولة ذات سيادة في أوروبا الشرقية وشمال آسيا,souveräner Staat in Osteuropa und Nordasien,país de Europa y Asia,pays d'Europe et d'Asie,суверенное государство в Восточной Европе и Северной Азии,東歐和北亞主權國家,File:Flag_of_Russia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Russia.svg,https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Russia.svg,Zscout370,Public domain,,1_0_0_2_0_2_4_2_2_1_1_2_5_3_0_7_0_2_0_2_10_4_1_2_0_1_7_22_4_3_4_16_1_7_10_10_10_1_6_1_6_7_6_11_3_4_6_20_16_2_5_4_7_4_11_16_5_11_12_7_4_6_21_0_0_8_23_12_27_10_0_25_15_4_3_90_39_4_8_1_4_11_15_8_2_1_2_4_6_5_6_1_0_1_4_2_2_8_1_0_3_0_0_2_3_7_7_2_5_8_10_10_10_4_1_0_2_0_10_4_4_12_0_0_7_1_4_2_4_3_2_7_1_1_6_2_0_1_3_0_2_0_1_0_1_3_5_0_0_7_0_2_1_5_0_0_1_10_0_0_7_2_6_4_10_1_0_8_19_7_19_15_6_6_5_11_6_2_2_1_8_7_1_1_0_5_0_4_3_6_7_10_6_5_3_5_9_10_0_6_11_0_9_0_18_5_1_1_5_9_3_0_2_4_2_4_6_1_6_0_2_0_18_15_19_1_1_0_1_1_13_4_0_0_3_9_12_6_0_5_12_21_12_15_9_23_3_0_0_2_9_6_1_3_12_0_3_5_12_1_20_0_5_6_12_1_3_1_4_2_0_9_11_4_6_4_0_9_10_14_15_8_4_3_14_2_3_2_3_0_0_2_2_6_0_0_5_10_2_7_7_1_6_3_1_1_11_13_4_16_0_0_3_10_7_6_1_1_5_5_23_19_7_2_0_0_0_6_5_7_3_6_7_7_4_0_7_2_11_7_3_1_24_7_0_3_0_0_0_6_7_2_1_2_2_9_8_6_1_4_1_0_2_7_0
enwiki,2017,2017_Atlantic_hurricane_season,6331,hurricane season in the Atlantic Ocean,موسم أعاصير في المحيط الأطلسي,Hurrikansaison im Atlantischen Ozean,Periodo de formación de huracanes en el Atlántico en 2017,ensemble d'ouragans,сезон ураганов в Атлантическом океане,大西洋颶風季節,File:2017_Atlantic_hurricane_season_summary_map.png,https://commons.wikimedia.org/wiki/File:2017_Atlantic_hurricane_season_summary_map.png,https://upload.wikimedia.org/wikipedia/commons/c/c6/2017_Atlantic_hurricane_season_summary_map.png,Cyclonebiskit,Public domain,,1_2_0_0_0_2_0_3_1_1_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_2_1_0_0_0_0_0_0_0_0_3_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_10_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_6_0_5_0_0_0_0_0_0_4_4_1_0_0_0_0_0_0_0_0_0_2_0_62_48_51_18_8_6_6_0_0_1_0_0_2_0_0_0_1_0_0_6_1_1_0_0_0_0_0_2_0_0_0_1_0_2_1_7_5_4_0_1_0_2_0_6_1_2_0_1_0_0_0_0_0_2_0_0_0_0_4_0_38_59_64_58_40_31_23_4_7_0_1_1_4_2_0_0_1_7_17_17_1_1_1_1_0_0_1_2_0_18_16_11_7_10_21_7_2_0_0_0_0_2_3_37_16_25_8_1_2_20_42_40_77_51_3_8_26_13_20_29_50_10_27_14_6_5_43_59_80_110_93_72_109_87_92_75_27_31_39_123_105_108_92_87_54_75_61_25_21_51_86_75_99_105_119_74_90_54_60_69_86_104_47_39_53_47_18_24_58_70_53_106_78_104_38_70_68_70_80_49_82_36_20_13_9_5_13_5_9_10_9_42_88_67_32_14_12_21_36_8_14_20_41_39_30_18_9_10_26_2_0_13_37_12_21_24_14_7_18_15_4_11_25_14_39_38_16_11_26_11_8_7_8_12_12_17_2_0_3_5_10_0_2_3_18_15_5_4_2_5_6_4_14_11_9_2_4
frwiki,2017,École_des_arts_industriels_et_des_mines,2891,engineering college established in Lille (France) in 1854,كلية هندسة تأسست في ليل بفرنسا عام 1854,1854 gegründete Ingenieurschule in Lille (Frankreich),escuela de ingeniería establecida en Lille (Francia) en 1854,"école publique de formation d'ingénieurs civils à Lille (France), créée en 1854 , dont l'École Centrale de Lille est héritière","инженерный колледж, основанный в Лилле (Франция) в 1854 г.",1854年在法國里爾成立的工程學院,File:Lille_hotel_du_lombard.jpg,https://commons.wikimedia.org/wiki/File:Lille_hotel_du_lombard.jpg,https://upload.wikimedia.org/wikipedia/commons/9/93/Lille_hotel_du_lombard.jpg,Velvet,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_10_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_20_0_5_10_0_41_24_79_25_5_51_61_38_5_15_2_31_1_1_40_19_0_21_1_0_0_0_9_0_2_25_22_0_2_55_3_0_0_0_14_0_20_40_2_0_4_4_5_1_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_1_6_6_0_0_0_0_0_0_8_0_0_0_0_0_24_0_1_4_0_0_0_0_11_0_1_1_0_22_62_82_40_61_32_46_2_18_25_37_7_12_76_18_19_25_49_25_71_12_6_28_52_13_27_5_39_42_64_68_48_0_1_15_18_12_89_50_10_0_0_0_9_0_2_15_22_8_0_1_5_0_45_42_32_0_17_32_9_0_0_3_0_0_8_0_22_4_32_2_8_38_26_2_0_0_1_2_28_1_1_0_2_0_0_4_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_8_0_0_14_0_2_1_0_0_0_10_9_2_1_0_0_0_0_0_0_7_1_3_0_0_0_0_0_0_3_0_15_0_0_0_0_2_0_28_34_1_0_0_0_0_72_30_13_11_39_21_0_0_1_11_0_20_11_19_0_3
eswiki,2017,Soy_Luna,4777,Argentine-Mexican telenovela,تيلينوفيلا أرجنتينية مكسيكية,Argentinisch-mexikanische Telenovela,telenovela argentina-mexicana,série télévisée argentine,Аргентинско-мексиканская теленовелла,阿根廷/墨西哥電視小說,File:Disney_Soy_Luna_logo.svg,https://commons.wikimedia.org/wiki/File:Disney_Soy_Luna_logo.svg,https://upload.wikimedia.org/wikipedia/commons/d/d6/Disney_Soy_Luna_logo.svg,Disney,Public domain,,22_33_18_37_22_15_15_23_49_12_44_20_8_17_14_4_1_2_2_2_34_10_41_17_3_11_15_11_12_56_22_10_13_25_18_21_19_6_4_18_24_18_25_9_39_33_23_14_20_3_5_20_11_4_13_27_33_19_29_24_25_51_28_11_15_2_4_2_15_17_8_48_21_14_7_11_12_5_8_3_14_10_18_9_14_5_14_6_36_4_9_10_6_15_12_18_15_15_15_15_19_17_17_30_19_22_45_30_21_28_27_16_24_14_8_9_8_9_20_9_22_37_36_17_13_1_5_10_14_12_12_23_42_6_10_26_33_12_17_5_9_18_35_19_12_17_2_3_6_3_21_10_14_11_24_16_17_19_30_32_36_18_8_6_15_14_10_66_9_2_16_7_28_11_11_29_19_16_9_16_12_10_4_0_0_0_2_1_0_0_24_16_4_7_4_4_12_20_50_22_3_4_5_5_0_15_7_11_2_7_13_2_6_5_4_1_20_3_26_7_19_16_12_30_19_38_20_8_5_8_13_10_12_12_19_12_23_4_13_19_16_13_10_17_5_4_5_8_5_4_12_6_4_8_5_6_11_6_6_12_14_10_20_8_15_10_15_6_15_18_25_32_33_20_11_8_9_18_3_10_43_4_2_6_3_5_1_1_6_11_8_23_28_3_1_4_5_3_6_6_10_25_2_9_7_5_4_10_8_7_10_6_1_2_4_1_0_6_8_1_7_4_2_1_4_3_13_1_2_9_5_4_19_11_14_15_11_2_0_9_1_9_0_0_2_4_3_6_8_0_8_0_2_2_1_19_5_10_0_35_15_3_5_0_0
zhwiki,2017,一家人,5562,2017 Taiwanese TV drama,مسلسل تلفزيوني درامي تايواني عام 2017,Taiwanesisches Fernseh-Drama 2017,Serie de televisión taiwanesa,Un drama taïwanais 2017 ,Тайваньская теледрама 2017 года,2017年的台灣電視劇,File:In_The_Family_Drama.png,https://zh.wikipedia.org/wiki/File:In_The_Family_Drama.png,https://upload.wikimedia.org/wikipedia/zh/9/9b/In_The_Family_Drama.png,,合理使用,//zh.wikipedia.org/wiki/File:In_The_Family_Drama.png,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_40_50_46_2_26_2_4_7_22_12_4_27_5_2_2_13_18_7_12_4_15_18_24_27_21_9_2_13_9_10_3_18_3_9_2_2_9_5_7_8_3_3_0_0_0_4_1_1_9_3_2_12_45_21_20_24_4_3_7_31_13_29_27_9_21_46_25_7_14_6_29_40_8_39_48_131_78_71_72_15_49_54_43_58_48_20_15_75_53_57_89_54_36_13_44_24_38_44_34_9_2_15_23_15_16_16_30_2_7_12_6_7_20_25_12_27_25_5_16_7_24_2_2_13_10_9_4_2_3_7_23_15_26_41_14_28_37_35_38_43_42_28_13_24_12_31_36_32_0_5_26_10_11_14_20_34_6_23_20_14_33_9_20_13_5_23_12_19_31_11_5_15_0_26_14_6_12_20_18_4_8_47_11_1_13_11_5_62_18_11_10_11_5_14_17_2_21_10_50_11_38_11_26_12_83_38_32_3_9_34_20_42_16_17_33_21_37_15_35_33_26_25_22_19_27_29_17_6_16_20_18_15_22_16_16_2_12_17_9_14_6_8_8_10_7_38_5_7_11_9_9_7_5_2_5_4_15_48_17_62_34_23_36_33_34_7_11_15_45_23_16_22_34_20_20_7
arwiki,2017,التعليم_في_مصر,1090,education in Egypt,التعليم في جمهورية مصر العربية,Ausbildung in Ägypten,educación en Egipto,education en egytpe,образование в Египте,埃及的教育,File:Eye_of_Horus_bw.svg,https://commons.wikimedia.org/wiki/File:Eye_of_Horus_bw.svg,https://upload.wikimedia.org/wikipedia/commons/a/a7/Eye_of_Horus_bw.svg,Jeff Dahl,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,0_0_0_0_0_0_0_0_0_0_0_79_3_5_31_0_0_0_13_0_5_0_0_0_0_0_0_0_0_1_0_0_1_1_12_0_0_28_22_13_0_0_39_47_44_16_41_6_19_23_8_20_24_10_24_39_10_30_16_3_0_0_7_33_0_0_18_1_0_0_0_8_18_6_20_11_26_24_28_8_16_19_52_14_1_28_3_0_6_0_6_1_0_0_0_0_0_0_0_0_3_0_0_1_0_0_0_0_5_0_0_1_0_0_0_0_0_0_0_4_0_0_5_0_0_0_0_17_0_0_0_0_0_2_3_2_0_0_0_2_19_6_0_1_0_0_0_0_0_0_0_0_0_5_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_3_0_0_0_0_0_0_2_0_2_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_6_0_11_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_2_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_3_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
dewiki,2017,My_Little_Pony_–_Der_Film,3209,2017 animated feature film by Jayson Thiessen,فيلم رسوم متحركة لعام 2017 لجايسون ثيسن,animierter Spielfilm von Jayson Thiessen 2017,"película de 2017 dirigida por Jayson Thiessen, basada en la serie de televisión por Lauren Faust, y la linea de juguetes Hasbro.","film de Jayson Thiessen, sorti en 2017",анимационный фильм Джейсона Тиссена 2017 года,基於《彩虹小馬：友情就是魔法》、由傑森·提森執導的2017年電影,,,,,,,18_0_9_0_9_3_0_6_0_0_18_6_0_12_9_12_9_0_9_3_6_6_6_12_3_0_0_3_3_12_9_9_3_9_0_0_12_6_6_6_39_45_12_24_6_6_0_30_18_102_42_18_3_3_6_18_0_15_3_12_0_0_0_0_9_0_0_3_12_6_0_0_0_0_0_0_3_0_9_0_3_0_6_0_0_0_18_0_0_6_2_4_8_14_20_34_44_36_14_12_0_2_2_6_0_14_6_6_4_2_0_10_16_2_0_2_6_4_8_4_0_2_6_0_10_2_4_2_10_4_8_10_6_8_0_6_0_0_6_0_0_10_22_12_8_2_2_10_8_8_18_10_22_6_10_2_16_12_10_30_12_42_30_16_12_24_8_14_16_4_18_0_0_10_12_10_6_18_28_76_80_132_36_12_10_34_24_30_0_8_14_6_34_12_20_10_2_2_0_0_0_0_8_1_7_4_0_0_0_1_2_0_0_5_14_6_11_1_3_0_0_0_3_0_0_0_14_0_3_2_2_0_1_1_3_4_4_4_9_5_10_11_6_7_16_6_8_3_1_4_0_2_5_4_21_6_8_15_20_12_27_14_23_12_5_18_48_30_6_22_46_38_18_14_10_30_28_80_220_76_36_2_0_2_1_0_0_0_0_3_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_3_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_3_0_0_0_0_0_0_0_0_0_0_0_4_3_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
ruwiki,2018,Отравление_Сергея_и_Юлии_Скрипаль,2028,"2018 attempted murder in Salisbury, England, United Kingdom",محاولة قتل عام 2018 في سالزبوري بإنجلترا في المملكة المتحدة,"versuchter Mord in Salisbury, England, Vereinigtes Königreich 2018","2018 intento de asesinato en Salisbury, Inglaterra, Reino Unido",tentative d'empoisonnement d'un ex-espion russe en mars 2018,"покушение на убийство в Солсбери, Англия, Великобритания, 2018 год",2018年在英國英格蘭索爾茲伯里謀殺未遂的案件,"File:Forensic_tent_at_The_Maltings,_Salisbury.jpg","https://commons.wikimedia.org/wiki/File:Forensic_tent_at_The_Maltings,_Salisbury.jpg",https://upload.wikimedia.org/wikipedia/commons/7/78/Forensic_tent_at_The_Maltings%2C_Salisbury.jpg,Peter Curbishley,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_45_42_109_44_57_58_20_9_13_38_36_41_30_31_33_47_74_65_60_80_97_55_58_110_37_22_118_6_59_10_28_35_29_30_46_3_2_4_7_24_6_22_2_0_1_2_2_0_4_7_21_8_1_0_3_3_2_0_0_0_0_0_0_0_0_0_1_0_1_6_0_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_4_1_4_1_7_5_0_1_1_7_6_0_3_0_0_2_0_0_0_3_0_0_0_0_2_0_0_0_0_0_0_0_0_1_0_0_2_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_4_23_0_7_1_0_0_1_0_1_18_6_12_0_4_3_0_0_0_0_0_10_19_0_5_0_1_0_0_12_1_2_0_9_15_6_6_0_0_2_3_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_3_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_3_5_0_0_0_0_0_0_0_0_0_0_0
enwiki,2018,George_Washington,5873,1st president of the United States (1732–1799),أول رئيس للولايات المتحدة (1732-1799),1. Präsident der Vereinigten Staaten (1732-1799),primer presidente de los Estados Unidos de América,président des États-Unis de 1789 à 1797,1-й президент США (1732–1799),美國第1任總統（1732-1799）,File:Gilbert_Stuart_Williamstown_Portrait_of_George_Washington.jpg,https://commons.wikimedia.org/wiki/File:Gilbert_Stuart_Williamstown_Portrait_of_George_Washington.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b6/Gilbert_Stuart_Williamstown_Portrait_of_George_Washington.jpg,"Gilbert Stuart
",Public domain,,5_1_4_0_1_0_0_0_1_0_2_0_2_2_0_0_0_0_0_0_0_0_0_2_0_0_1_0_1_0_0_0_0_0_1_0_7_2_0_0_0_0_0_3_0_0_3_0_1_6_2_1_3_0_0_2_2_1_0_0_0_3_1_2_3_2_2_0_0_0_0_1_1_0_0_2_2_1_0_0_0_19_15_9_7_6_20_7_15_0_6_3_12_21_5_2_31_37_10_9_39_15_20_13_6_18_21_16_38_25_34_18_24_45_36_19_9_27_32_9_28_18_23_21_12_17_0_3_12_0_28_15_9_1_6_10_7_3_2_2_0_12_5_17_1_15_27_48_10_27_61_20_68_35_60_48_43_17_25_57_38_9_14_20_9_7_18_13_16_28_12_25_15_34_33_16_7_28_17_22_41_37_46_20_15_13_50_52_29_47_52_35_55_47_15_33_49_55_47_26_89_65_11_23_26_11_38_20_6_28_21_30_27_12_42_16_8_9_40_33_20_47_28_35_16_12_0_8_43_29_33_15_3_11_13_17_32_35_27_21_55_33_28_11_9_22_9_28_10_4_28_10_3_21_1_0_19_18_39_7_44_22_18_12_18_48_11_16_24_37_33_2_9_8_5_11_8_2_13_7_13_21_3_31_16_17_32_7_4_22_5_2_18_6_19_32_22_8_4_44_29_20_8_14_11_29_12_21_38_35_6_9_18_0_5_12_2_1_3_2_2_63_37_39_50_21_15_22_38_61_43_18_3_6_8_9_12_9_1_18_4_22_10_40_63_49_35_47_23_11_18_18_8_7_2_3_7_1_2_1_1_4_23_5_14
frwiki,2018,Lumeau,5126,"commune in Eure-et-Loir, France",كميونة في مقاطعة أور ولوار بفرنسا,"Kommune in Eure-et-Loir, Frankreich",comuna francesa,commune française du département d'Eure-et-Loir,"коммуна в Эр-э-Луар, Франция",法國市鎮,File:Mairie-école_Lumeau_Eure-et-Loir_France.jpg,https://commons.wikimedia.org/wiki/File:Mairie-%C3%A9cole_Lumeau_Eure-et-Loir_France.jpg,https://upload.wikimedia.org/wikipedia/commons/2/27/Mairie-%C3%A9cole_Lumeau_Eure-et-Loir_France.jpg,Le Passant,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_33_7_4_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_8_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_79_7_88_77_130_35_63_96_128_145_80_86_119_84_100_179_55_147_135_158_70_156_81_65_115_55_101_45_73_59_74_139_92_64_96_94_13_40_55_123_81_70_43_59_79_3_67_48_0_19_27_13_11_0_0_1_29_40_14_64_1_0_3_36_64_63_19_42_14_40_34_19_0_0_0_0_0_7_4_3_0_0_0_0_0_0_0_0_15_40_91_80_22_0_0_11_46_42_44_38_33
eswiki,2018,Miss_Universo_2018,4281,67th edition of the international beauty pageant,النسخة السابعة والستين من مسابقة ملكة جمال الأمم,67. Auflage des internationalen Schönheitswettbewerbs,"67ª edición de Miss Universo celebrada en Bangkok, Tailandia",67ème édition du concours international de 67e l'élection de Miss Univers,67-й международный конкурс красоты,第67版國際選美大賽,File:Catriona_Gray_Frontrow_Cares.jpg,https://commons.wikimedia.org/wiki/File:Catriona_Gray_Frontrow_Cares.jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/Catriona_Gray_Frontrow_Cares.jpg,Avito C. Dalan for the Philippine News Agency,Public domain,,0_0_0_0_0_0_0_0_9_0_0_0_0_4_0_0_0_0_0_0_0_0_0_0_0_16_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_6_11_27_2_22_8_12_11_12_36_2_10_5_1_8_13_10_2_8_3_2_9_6_4_5_3_2_1_0_12_7_3_7_11_3_4_16_10_7_4_7_5_9_13_11_13_7_40_17_9_4_3_4_7_4_12_3_1_2_11_9_19_0_12_29_12_6_9_4_12_16_6_12_46_5_2_9_20_23_2_24_7_3_0_15_2_12_18_5_29_27_5_47_19_13_22_0_14_9_52_5_53_17_9_4_40_32_34_29_24_29_27_5_26_9_26_12_2_2_18_67_17_10_0_9_13_13_13_3_5_1_25_39_31_13_3_10_1_4_13_27_13_8_22_16_7_18_39_19_19_18_5_6_3_26_9_12_24_8_5_13_19_16_9_16_46_35_18_16_12_9_11_3_2_8_10_16_1_3_23_3_4_24_47_27_4_11_14_10_19_15_69_31_10_0_9_18_20_22_10_17_9_20_21_42_20_11_13_21_5_4_36_20_15_20_13_21_11_5_37_10_9_11_11_18_60_62_28_8_65_18_24_36_19_12_18_15_8_13_30_15_2_16_7_21_8_2_2_4_4_15_9_3_5_4_26_4_2_5_14_12_17_22_19_3_4_10_6_17_1_3_3_12_6_18_6_14_4_5_9_4_8_6_10_9_3_8_3_8_10_8_3_1_2_3_4_11_5_30_2_20_7_29_110_6_1_9_5_0_0_0_0_0_0_1_0_0_27
